latitude,longitude,gas,humidity,temperature
13.00496,78.09337,0.2164,52,28
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1968,59,29.3
30.240455,-97.817713,0.1968,59,29.3
30.240455,-97.817713,0.1968,59,29.3
30.240455,-97.817713,0.1968,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1993,59,29.3
30.240455,-97.817713,0.1993,59,29.3
30.240455,-97.817713,0.1993,59,29.3
30.240455,-97.817713,0.1993,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1981,59,29.3
30.240455,-97.817713,0.1981,59,29.3
30.240455,-97.817713,0.1981,59,29.3
30.240455,-97.817713,0.1981,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1924,59,29.3
30.240455,-97.817713,0.1924,59,29.3
30.240455,-97.817713,0.1924,59,29.3
30.240455,-97.817713,0.1924,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1917,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1948,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1976,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1965,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1932,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1933,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1941,59,29.3
30.240455,-97.817713,0.1929,59,29.3
30.240455,-97.817713,0.1929,59,29.3
30.240455,-97.817713,0.1929,59,29.3
30.240455,-97.817713,0.1929,59,29.3
30.240455,-97.817713,0.1985,59,29.3
30.240455,-97.817713,0.1985,59,29.3
30.240455,-97.817713,0.1985,59,29.3
30.240455,-97.817713,0.1985,59,29.3
30.240455,-97.817713,0.1977,59,29.3
30.240455,-97.817713,0.1977,59,29.3
30.240455,-97.817713,0.1977,59,29.3
30.240455,-97.817713,0.1977,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1996,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1961,59,29.3
30.240455,-97.817713,0.1961,58,29.3
30.240455,-97.817713,0.1981,58,29.3
30.240455,-97.817713,0.1981,58,29.3
30.240455,-97.817713,0.1981,58,29.3
30.240455,-97.817713,0.1981,58,29.3
30.240455,-97.817713,0.1985,58,29.3
30.240455,-97.817713,0.1985,58,29.3
30.240455,-97.817713,0.1985,58,29.3
30.240455,-97.817713,0.1985,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1925,59,29.3
30.240455,-97.817713,0.1992,59,29.3
30.240455,-97.817713,0.1992,59,29.3
30.240455,-97.817713,0.1992,59,29.3
30.240455,-97.817713,0.1992,59,29.3
30.240455,-97.817713,0.1928,59,29.3
30.240455,-97.817713,0.1928,59,29.3
30.240455,-97.817713,0.1928,59,29.3
30.240455,-97.817713,0.1928,59,29.3
30.240455,-97.817713,0.1997,59,29.3
30.240455,-97.817713,0.1997,59,29.3
30.240455,-97.817713,0.1997,59,29.3
30.240455,-97.817713,0.1997,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1937,59,29.3
30.240455,-97.817713,0.1945,59,29.3
30.240455,-97.817713,0.1945,59,29.3
30.240455,-97.817713,0.1945,59,29.3
30.240455,-97.817713,0.1932,58,29.3
30.240455,-97.817713,0.1989,59,29.3
30.240455,-97.817713,0.1964,59,29.4
30.240455,-97.817713,0.1933,59,29.4
30.240455,-97.817713,0.1985,59,29.7
30.240455,-97.817713,0.1993,59,29.8
30.240455,-97.817713,0.1961,59,29.8
30.240455,-97.817713,0.192,58,29.8
30.240455,-97.817713,0.194,58,29.8
30.240455,-97.817713,0.194,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1985,58,29.8
30.240455,-97.817713,0.1985,58,29.8
30.240455,-97.817713,0.1985,58,29.8
30.240455,-97.817713,0.1985,58,29.8
30.240455,-97.817713,0.1948,58,29.8
30.240455,-97.817713,0.1948,58,29.8
30.240455,-97.817713,0.1948,58,29.8
30.240455,-97.817713,0.1948,58,29.8
30.240455,-97.817713,0.1956,58,29.8
30.240455,-97.817713,0.1956,58,29.8
30.240455,-97.817713,0.1956,58,29.8
30.240455,-97.817713,0.1956,58,29.8
30.240455,-97.817713,0.1937,58,29.8
30.240455,-97.817713,0.1937,58,29.8
30.240455,-97.817713,0.1937,58,29.8
30.240455,-97.817713,0.1937,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1933,58,29.8
30.240455,-97.817713,0.1988,58,29.8
30.240455,-97.817713,0.1988,58,29.8
30.240455,-97.817713,0.1988,58,29.8
30.240455,-97.817713,0.1948,58,29.8
30.240455,-97.817713,0.1984,58,29.8
30.240455,-97.817713,0.1984,58,29.8
30.240455,-97.817713,0.1972,58,29.8
30.240455,-97.817713,0.1972,58,29.8
30.240455,-97.817713,0.1972,58,29.8
30.240455,-97.817713,0.1972,58,29.8
30.240455,-97.817713,0.1952,58,29.8
30.240455,-97.817713,0.1952,58,29.8
30.240455,-97.817713,0.1952,58,29.8
30.240455,-97.817713,0.1981,58,-14.6
30.240455,-97.817713,0.1801,157,29.8
30.240455,-97.817713,0.1941,58,29.8
30.240455,-97.817713,0.1957,58,29.8
30.240455,-97.817713,0.1985,58,29.8
30.240455,-97.817713,0.1937,58,29.8
30.240455,-97.817713,0.1936,58,29.8
30.240455,-97.817713,0.1973,58,29.8
30.240455,-97.817713,0.2264,58,29.8
30.240455,-97.817713,0.1945,58,29.8
30.240455,-97.817713,0.1996,58,-14.6
30.240455,-97.817713,0.2012,157,29.8
30.240455,-97.817713,0.1993,58,30.2
30.240455,-97.817713,0.1949,57,30.2
30.240455,-97.817713,0.2013,57,15.1
30.240455,-97.817713,0.1997,168.8,30.2
30.240455,-97.817713,0.1933,57,30.2
30.240455,-97.817713,0.2017,57,30.2
30.240455,-97.817713,0.1949,57,30.2
30.240455,-97.817713,0.198,57,30.2
30.240455,-97.817713,0.1948,57,30.2
30.240455,-97.817713,0.1997,57,30.2
30.240455,-97.817713,0.1945,57,30.2
30.240455,-97.817713,0.2013,57,30.2
30.240455,-97.817713,0.1976,57,30.2
30.240455,-97.817713,0.2021,57,30.2
30.240455,-97.817713,0.1953,57,30.2
30.240455,-97.817713,0.1981,57,30.2
30.240455,-97.817713,0.194,57,30.2
30.240455,-97.817713,0.1932,57,30.2
30.240455,-97.817713,0.1988,57,30.2
30.240455,-97.817713,0.1952,57,30.2
30.240455,-97.817713,0.1996,57,30.2
30.240455,-97.817713,0.1936,57,30.2
30.240455,-97.817713,0.1997,57,30.2
30.240455,-97.817713,0.2029,57,30.2
30.240455,-97.817713,0.1965,57,30.2
30.240455,-97.817713,0.1965,57,30.2
30.240455,-97.817713,0.2008,57,30.2
30.240455,-97.817713,0.1952,57,30.2
30.240455,-97.817713,0.2013,57,30.2
30.240455,-97.817713,0.1992,57,30.2
30.240455,-97.817713,0.1953,57,30.2
30.240455,-97.817713,0.194,57,30.6
30.240455,-97.817713,0.1957,57,30.8
30.240455,-97.817713,0.1989,57,30.8
30.240455,-97.817713,0.1985,57,30.8
30.240455,-97.817713,0.1961,57,30.8
30.240455,-97.817713,0.194,57,30.8
30.240455,-97.817713,0.2012,57,30.8
30.240455,-97.817713,0.2548,68,27.1
30.240455,-97.817713,0.2565,68,27.1
30.240455,-97.817713,0.2529,68,27.1
30.240455,-97.817713,0.2541,68,27.1
30.240455,-97.817713,0.2584,68,27.1
30.240455,-97.817713,0.2553,68,27.1
30.240455,-97.817713,0.2644,68,27.1
30.240455,-97.817713,0.262,68,27.1
30.240455,-97.817713,0.2545,68,27.1
30.240455,-97.817713,0.2561,68,27.1
30.240455,-97.817713,0.2496,68,27.1
30.240455,-97.817713,0.2529,68,27.1
30.240455,-97.817713,0.2604,68,27.1
30.240455,-97.817713,0.2596,68,27.1
30.240455,-97.817713,0.254,68,27.1
30.240455,-97.817713,0.2309,68,27.1
30.240455,-97.817713,0.2064,68,27.6
30.240455,-97.817713,0.2064,68,27.6
30.240455,-97.817713,0.2064,68,27.6
30.240455,-97.817713,0.2064,68,27.6
30.240455,-97.817713,0.2077,68,27.6
30.240455,-97.817713,0.2077,68,27.6
30.240455,-97.817713,0.2077,68,27.6
30.240455,-97.817713,0.2077,69,27.6
30.240455,-97.817713,0.216,69,27.6
30.240455,-97.817713,0.216,69,27.6
30.240455,-97.817713,0.216,69,27.6
30.240455,-97.817713,0.216,69,27.6
30.240455,-97.817713,0.2109,69,27.6
30.240455,-97.817713,0.2109,69,27.6
30.240455,-97.817713,0.2109,69,27.6
30.240455,-97.817713,0.2109,69,27.6
30.240455,-97.817713,0.2129,69,27.6
30.240455,-97.817713,0.2129,69,27.6
30.240455,-97.817713,0.2129,69,27.6
30.240455,-97.817713,0.2129,69,27.6
30.240455,-97.817713,0.2232,69,27.6
30.240455,-97.817713,0.2232,69,27.6
30.240455,-97.817713,0.2232,69,27.6
30.240455,-97.817713,0.2004,72,26.3
30.240455,-97.817713,0.2033,73,26.2
30.240455,-97.817713,0.2077,73,26.2
30.240455,-97.817713,0.2077,73,26.2
30.240455,-97.817713,0.1977,73,26.2
30.240455,-97.817713,0.2037,73,26.2
30.240455,-97.817713,0.2077,73,26.2
30.240455,-97.817713,0.2121,73,26.2
30.240455,-97.817713,0.2216,71.00,24.50
30.240455,-97.817713,0.2217,72.00,24.50
30.240455,-97.817713,0.2129,72.00,24.50
30.240455,-97.817713,0.2257,72.00,24.50
30.240455,-97.817713,0.2161,72.00,24.50
30.240455,-97.817713,0.2141,72.00,24.50
30.240455,-97.817713,0.214,72.00,24.50
30.240455,-97.817713,0.2345,71.00,24.10
30.240455,-97.817713,0.2317,71.00,24.10
30.240455,-97.817713,0.2333,71.00,24.10
30.240455,-97.817713,0.2321,71.00,24.10
30.240455,-97.817713,0.2329,71.00,24.10
30.240455,-97.817713,0.2353,71.00,24.10
30.240455,-97.817713,0.2309,71.00,24.10
30.240455,-97.817713,0.232,71.00,24.20
30.240455,-97.817713,0.2333,71.00,24.40
30.240455,-97.817713,0.2293,71.00,24.50
30.240455,-97.817713,0.2317,71.00,24.50
30.240455,-97.817713,0.2308,71.00,24.50
30.240455,-97.817713,0.2308,71.00,24.50
30.240455,-97.817713,0.2348,71.00,24.50
30.240455,-97.817713,0.2369,71.00,24.50
30.240455,-97.817713,0.2336,71.00,24.50
30.240455,-97.817713,0.2392,71.00,24.50
30.240455,-97.817713,0.2268,71.00,24.50
30.240455,-97.817713,0.2333,71.00,24.50
30.240455,-97.817713,0.2341,71.00,24.50
30.240455,-97.817713,0.2336,71.00,24.50
30.240455,-97.817713,0.2337,71.00,24.50
30.240455,-97.817713,0.2288,71.00,24.50
30.240455,-97.817713,0.2325,71.00,24.50
30.240455,-97.817713,0.2325,71.00,24.50
30.240455,-97.817713,0.1933,71.00,24.50
30.240455,-97.817713,0.1933,71.00,24.50
30.240455,-97.817713,0.1933,71.00,24.50
30.240455,-97.817713,0.1948,71.00,24.50
30.240455,-97.817713,0.1948,71.00,24.50
30.240455,-97.817713,0.1948,71.00,24.50
30.240455,-97.817713,0.1948,71.00,24.50
30.240455,-97.817713,0.204,71.00,24.50
30.240455,-97.817713,0.204,71.00,24.50
30.240455,-97.817713,0.204,71.00,24.50
30.240455,-97.817713,0.204,71.00,24.50
30.240455,-97.817713,0.1868,71.00,24.50
30.240455,-97.817713,0.1868,71.00,24.50
30.240455,-97.817713,0.1868,71.00,24.50
30.240455,-97.817713,0.1957,71.00,24.50
30.240455,-97.817713,0.1909,71.00,24.50
30.240455,-97.817713,0.1968,71.00,24.50
30.240455,-97.817713,0.1905,71.00,24.50
30.240455,-97.817713,0.1945,71.00,24.50
30.240455,-97.817713,0.1941,71.00,24.50
30.240455,-97.817713,0.1901,71.00,24.50
30.240455,-97.817713,0.1909,71.00,24.50
30.240455,-97.817713,0.1913,71.00,24.50
30.240455,-97.817713,0.1872,71.00,24.50
30.240455,-97.817713,0.1925,71.00,24.50
30.240455,-97.817713,0.2012,71.00,24.50
30.240455,-97.817713,0.1961,71.00,24.50
30.240455,-97.817713,0.1945,71.00,24.50
30.240455,-97.817713,0.194,71.00,24.50
30.240455,-97.817713,0.1916,71.00,24.50
30.240455,-97.817713,0.1965,71.00,24.50
30.240455,-97.817713,0.224,71.00,24.50
30.240455,-97.817713,0.2076,71.00,24.50
30.240455,-97.817713,0.2141,71.00,24.50
30.240455,-97.817713,0.1848,71.00,24.50
30.240455,-97.817713,0.1901,69.00,24.50
30.240455,-97.817713,0.1925,69.00,24.50
30.240455,-97.817713,0.1916,69.00,24.50
30.240455,-97.817713,0.1932,69.00,24.50
30.240455,-97.817713,0.1909,69.00,24.50
30.240455,-97.817713,0.1889,69.00,24.50
30.240455,-97.817713,0.1917,69.00,24.50
30.240455,-97.817713,0.1928,69.00,24.50
30.240455,-97.817713,0.1972,69.00,24.50
30.240455,-97.817713,0.1928,69.00,24.50
30.240455,-97.817713,0.1977,69.00,24.50
30.240455,-97.817713,0.1949,69.00,24.50
30.240455,-97.817713,0.2321,69.00,24.50
30.240455,-97.817713,0.1993,69.00,24.50
30.240455,-97.817713,0.2193,69.00,24.50
30.240455,-97.817713,0.2297,69.00,24.50
30.240455,-97.817713,0.2217,69.00,24.50
30.240455,-97.817713,0.2209,69.00,24.50
30.240455,-97.817713,0.2152,69.00,24.50
30.240455,-97.817713,0.2244,69.00,24.50
30.240455,-97.817713,0.2305,69.00,24.50
30.240455,-97.817713,0.2309,69.00,24.50
30.240455,-97.817713,0.2269,69.00,24.50
30.240455,-97.817713,0.2133,69.00,24.50
30.240455,-97.817713,0.2229,69.00,24.50
30.240455,-97.817713,0.2136,69.00,24.50
30.240455,-97.817713,0.2237,69.00,24.20
30.240455,-97.817713,0.2136,69.00,24.10
30.240455,-97.817713,0.2289,69.00,24.10
30.240455,-97.817713,0.2197,69.00,24.10
30.240455,-97.817713,0.2237,69.00,24.10
30.240455,-97.817713,0.2241,69.00,24.10
30.240455,-97.817713,0.2229,69.00,24.10
30.240455,-97.817713,0.22,69.00,24.10
30.240455,-97.817713,0.2257,69.00,24.10
30.240455,-97.817713,0.2125,69.00,24.10
30.240455,-97.817713,0.2237,69.00,24.10
30.240455,-97.817713,0.2312,69.00,24.10
30.240455,-97.817713,0.2224,69.00,24.10
30.240455,-97.817713,0.2208,69.00,24.10
30.240455,-97.817713,0.2141,69.00,24.10
30.240455,-97.817713,0.23,69.00,24.10
30.240455,-97.817713,0.2205,69.00,24.10
30.240455,-97.817713,0.2221,69.00,24.10
30.240455,-97.817713,0.2229,69.00,24.10
30.240455,-97.817713,0.2244,69.00,24.10
30.240455,-97.817713,0.2325,69.00,24.10
30.240455,-97.817713,0.2324,69.00,24.10
30.240455,-97.817713,0.2144,69.00,24.10
30.240455,-97.817713,0.2197,69.00,24.10
30.240455,-97.817713,0.2264,69.00,24.10
30.240455,-97.817713,0.2261,69.00,24.10
30.240455,-97.817713,0.2253,69.00,24.10
30.240455,-97.817713,0.2261,69.00,24.10
30.240455,-97.817713,0.2208,69.00,24.10
30.240455,-97.817713,0.23,69.00,24.10
30.240455,-97.817713,0.2224,69.00,24.10
30.240455,-97.817713,0.2212,69.00,24.10
30.240455,-97.817713,0.2269,69.00,24.10
30.240455,-97.817713,0.2253,69.00,24.10
30.240455,-97.817713,0.2233,69.00,24.10
30.240455,-97.817713,0.2293,69.00,24.10
30.240455,-97.817713,0.2201,69.00,24.10
30.240455,-97.817713,0.224,69.00,24.10
30.240455,-97.817713,0.2224,69.00,24.10
30.240455,-97.817713,0.2253,69.00,24.10
30.240455,-97.817713,0.22,69.00,24.30
30.240455,-97.817713,0.2321,69.00,24.50
30.240455,-97.817713,0.2328,69.00,24.50
30.240455,-97.817713,0.2161,69.00,24.50
30.240455,-97.817713,0.2313,69.00,24.50
30.240455,-97.817713,0.2289,69.00,24.50
30.240455,-97.817713,0.2145,69.00,24.50
30.240455,-97.817713,0.2212,69.00,24.50
30.240455,-97.817713,0.2216,69.00,24.50
30.240455,-97.817713,0.2233,69.00,24.50
30.240455,-97.817713,0.2305,69.00,24.50
30.240455,-97.817713,0.228,69.00,24.50
30.240455,-97.817713,0.2329,69.00,24.50
30.240455,-97.817713,0.22,69.00,24.50
30.240455,-97.817713,0.2149,69.00,24.50
30.240455,-97.817713,0.2253,69.00,24.50
30.240455,-97.817713,0.2264,69.00,24.50
30.240455,-97.817713,0.2253,69.00,24.50
30.240455,-97.817713,0.2272,69.00,24.50
30.240455,-97.817713,0.2268,69.00,24.50
30.240455,-97.817713,0.2281,69.00,24.50
30.240455,-97.817713,0.2273,69.00,24.50
30.240455,-97.817713,0.2225,69.00,24.50
30.240455,-97.817713,0.2224,69.00,24.50
30.240455,-97.817713,0.2141,69.00,24.50
30.240455,-97.817713,0.2272,69.00,24.50
30.240455,-97.817713,0.2301,69.00,24.50
30.240455,-97.817713,0.2197,70.00,24.50
30.240455,-97.817713,0.2368,70.00,24.50
30.240455,-97.817713,0.2201,70.00,24.50
30.240455,-97.817713,0.2177,70.00,24.50
30.240455,-97.817713,0.2225,69.00,24.50
30.240455,-97.817713,0.2228,69.00,24.50
30.240455,-97.817713,0.2185,69.00,24.50
30.240455,-97.817713,0.224,69.00,24.50
30.240455,-97.817713,0.2237,69.00,24.50
30.240455,-97.817713,0.2133,69.00,24.50
30.240455,-97.817713,0.224,69.00,24.50
30.240455,-97.817713,0.2156,69.00,24.50
30.240455,-97.817713,0.2245,69.00,24.50
30.240455,-97.817713,0.2317,69.00,24.50
30.240455,-97.817713,0.23,71.00,25.80
30.240455,-97.817713,0.2013,71.00,25.80
30.240455,-97.817713,0.1996,71.00,25.80
30.240455,-97.817713,0.1972,71.00,25.80
30.240455,-97.817713,0.2276,72.00,25.80
30.240455,-97.817713,0.2193,72.00,25.80
30.240455,-97.817713,0.2245,72.00,25.80
30.240455,-97.817713,0.23,72.00,25.80
30.240455,-97.817713,0.2273,72.00,25.80
30.240455,-97.817713,0.2357,71.00,25.80
30.240455,-97.817713,0.2264,71.00,25.80
30.240455,-97.817713,0.2309,71.00,25.80
30.240455,-97.817713,0.2333,71.00,25.80
30.240455,-97.817713,0.2313,71.00,25.80
30.240455,-97.817713,0.2149,71.00,25.80
30.240455,-97.817713,0.2109,71.00,25.80
30.240455,-97.817713,0.2221,71.00,25.80
30.240455,-97.817713,0.2225,71.00,25.80
30.240455,-97.817713,0.224,71.00,25.80
30.240455,-97.817713,0.2121,71.00,25.80
30.240455,-97.817713,0.1933,71.00,25.80
30.240455,-97.817713,0.1989,71.00,25.80
30.240455,-97.817713,0.2021,71.00,25.80
30.240455,-97.817713,0.2009,71.00,25.80
30.240455,-97.817713,0.2045,71.00,25.80
30.240455,-97.817713,0.2149,71.00,25.80
30.240455,-97.817713,0.2185,71.00,25.80
30.240455,-97.817713,0.2225,70.00,25.80
30.240455,-97.817713,0.2197,70.00,25.80
30.240455,-97.817713,0.2224,70.00,25.80
30.240455,-97.817713,0.2289,70.00,25.60
30.240455,-97.817713,0.2029,70.00,25.30
30.240455,-97.817713,0.2221,70.00,25.30
30.240455,-97.817713,0.2133,70.00,25.30
30.240455,-97.817713,0.2104,70.00,25.30
30.240455,-97.817713,0.2269,70.00,25.30
30.240455,-97.817713,0.2205,70.00,25.30
30.240455,-97.817713,0.2401,70.00,25.30
30.240455,-97.817713,0.2349,70.00,25.30
30.240455,-97.817713,0.25,70.00,25.30
30.240455,-97.817713,0.2237,70.00,25.30
30.240455,-97.817713,0.2348,70.00,25.30
30.240455,-97.817713,0.2205,70.00,25.30
30.240455,-97.817713,0.2193,69.00,25.30
30.240455,-97.817713,0.2205,69.00,25.30
30.240455,-97.817713,0.2349,69.00,25.30
30.240455,-97.817713,0.2296,69.00,25.30
30.240455,-97.817713,0.2305,69.00,25.30
30.240455,-97.817713,0.2168,69.00,25.30
30.240455,-97.817713,0.224,69.00,25.30
30.240455,-97.817713,0.2265,69.00,25.30
30.240455,-97.817713,0.2269,69.00,25.30
30.240455,-97.817713,0.2333,69.00,25.30
30.240455,-97.817713,0.2213,69.00,25.30
30.240455,-97.817713,0.2252,69.00,25.30
30.240455,-97.817713,0.2429,69.00,25.00
30.240455,-97.817713,0.2292,69.00,24.80
30.240455,-97.817713,0.2417,69.00,24.80
30.240455,-97.817713,0.2453,69.00,24.80
30.240455,-97.817713,0.2328,69.00,24.80
30.240455,-97.817713,0.2289,69.00,24.80
30.240455,-97.817713,0.2365,69.00,24.80
30.240455,-97.817713,0.2313,69.00,24.80
30.240455,-97.817713,0.2293,69.00,24.80
30.240455,-97.817713,0.2277,69.00,24.80
30.240455,-97.817713,0.2181,69.00,24.80
30.240455,-97.817713,0.2333,69.00,24.80
30.240455,-97.817713,0.218,69.00,24.80
30.240455,-97.817713,0.2229,69.00,24.80
30.240455,-97.817713,0.2293,69.00,24.80
30.240455,-97.817713,0.2172,69.00,24.80
30.240455,-97.817713,0.2225,69.00,24.80
30.240455,-97.817713,0.2312,69.00,24.80
30.240455,-97.817713,0.2293,69.00,24.80
30.240455,-97.817713,0.2313,69.00,24.80
30.240455,-97.817713,0.2325,69.00,24.80
30.240455,-97.817713,0.2613,70.00,23.80
30.240455,-97.817713,0.2613,70.00,23.80
30.240455,-97.817713,0.2613,70.00,23.80
30.240455,-97.817713,0.2456,70.00,23.80
30.240455,-97.817713,0.2456,70.00,23.80
30.240455,-97.817713,0.2456,70.00,23.80
30.240455,-97.817713,0.2456,70.00,23.80
30.240455,-97.817713,0.2564,70.00,23.80
30.240455,-97.817713,0.2564,70.00,23.80
30.240455,-97.817713,0.2564,70.00,23.80
30.240455,-97.817713,0.2564,70.00,23.80
30.240455,-97.817713,0.2524,70.00,23.80
